,Unnamed: 0,artist_id,artist_x,song_id,song_name,album_id,album,Like_Count,Lyric,date,year
1,1,64843,동방신기 (TVXQ!),1605139,Love In The Ice,247500,The 4th Album ‘MIROTIC’,"[6,956]","[식어버린 작은 손 차갑게 떨리는 입술
아무 일도 없었다고 고개 숙인채
누군가를 추억하는 네 모습 두려운거니
입안에서 맴도는 말 애써 삼키며
외면했었던 뒷모습이
새하얀 눈처럼 조금씩 녹아내려
어두워진 밤하늘을 떠나지 않는 별처럼
사랑이란 믿음으로 영원히 함께하는 꿈
그 사람 내가 될 수 있다면
다시 한 번 굳어버린 그대맘을
영원의 따스함으로 감싸안을꺼야

현실의 벽에 부딪혀
시려오는 가슴이라도
흘러내린 눈물의 끝에는
흐려져가던 빗줄기가
어둠속을 환하게 비추고
그 시간에 스며들어
숨이 멎을 벅찬 가슴에
뜨거운 체온을 서로 느낄 수 있어
누구라도 안고있는 상처와 깊은 한숨들
끌어안아 줄 수 있는 그 공간을 찾고있어
나 단 한 사람 그대에게만
속삭이는 설레임에 눈이 부신
그 날의 세상이 되어 곁에 있을테니


세상끝에 홀로 (My heart)
남겨졌다고 혼자였다고 (Don't be afraid)
아주 오래도록 (Let you know my love)
내가 지켜낼 (you know)
사랑이니까 (Let you know my love)
어두워진 밤하늘을 떠나지 않는 별처럼
사랑이란 믿음으로 영원히 함께하는 꿈
그 사람 내가 될 수 있다면
다시 한 번 굳어버린 그대 맘을
영원의 따스함으로 감싸안을거야
]",2008-09-19,2008
2,2,64843,동방신기 (TVXQ!),1605131,Crazy Love,247500,The 4th Album ‘MIROTIC’,"[3,321]","[평소엔 안 그러던 내 마음 한구석 심장 없는 로봇처럼 가만히 죽은 척
그녈 가슴에 두고 I''ve been hurting so much 
모두 반대하는 그녀는 나의 number one

 

(그게 나도 이런 날 몰라) 몇 천번이고 맘을 고쳐봐도 안돼요
(I know U know I want ya) 너를 향한 내 맘 다들 모르죠
그대 듣지 말아요 헛된 이야기들 
그 누구보다 그댈 믿어주는 난 세상을 향해 외쳐요

 

(후렴) 누가 뭐라 해도  you''re my crazy love
           미쳤다고 해도 Just can''t get enough 
           이런 나의 맘을 그댄 알아주겠죠 Baby my heart beats for U

 
사람들은 자주 계산하지 
마치 사고 파는 물건 같이 뭔가 더 원하지
역시 더 나은 L O V E 를 기대하며 살지 
하지만 그건 내가 아니지

 
그게 나도 이런 내가 싫어 
몇 만번이고 고갤 돌려봐도 안돼 Yo
I know U know I want ya  
너 없이 안되는 날 받아줘
아름다운 것들은 영원하지 않죠 
언제까지나 나를 믿어주는 넌 그 무엇보다 소중해

 
(후렴) 누가 뭐라 해도  you''re my crazy love
           미쳤다고 해도 Just can''t get enough 
           이런 나의 맘을 그댄 알아주겠죠 Baby my heart beats for U

 
사랑한 게 죈가요 멈출 수가 없어요 아무도 이해할 수 없어도
그댈 사랑해요 Baby I love you  그댈 힘들게 해 맘이 아파요
이런 나의 맘을 아무도 몰라줘도 그대면 돼

 
(후렴) 누가 뭐라 해도  you''re my crazy love
           미쳤다고 해도 Just can''t get enough 
           이런 나의 맘을 그댄 알아주겠죠 Baby my heart beats for U


One more time


(후렴) 누가 뭐라 해도  you''re my crazy love
           미쳤다고 해도 Just can''t get enough 
           이런 나의 맘을 그댄 알아주겠죠 Baby my heart beats for U


알아요 It''s my crazy love for you
]",2008-09-19,2008
3,3,64843,동방신기 (TVXQ!),1605138,잊혀진 계절 (Forgotten Season),247500,The 4th Album ‘MIROTIC’,"[3,084]","[지금도 기억하고 있어요 시월의 마지막 밤을
뜻 모를 이야기만 남긴 채 우리는 헤어졌지요

그 날의 쓸쓸했던 표정이 그대의 진실인가요
한 마디 변명도 못하고 잊혀져야 하는 건가요

언제나 돌아오는 계절은 나에게 꿈을 주지만
이룰 수 없는 꿈은 슬퍼요 나를 울려요

지금도 기억하고 있어요 시월의 마지막 밤을
뜻 모를 이야기만 남긴 채 우리는 헤어졌지요

그 날의 쓸쓸했던 표정이 그대의 진실인가요
한 마디 변명도 못하고 잊혀져야 하는 건가요

언제나 돌아오는 계절은 나에게 꿈을 주지만
이룰 수 없는 꿈은 슬퍼요 나를 울려요

]",2008-09-19,2008
4,4,64843,동방신기 (TVXQ!),31006550,운명 (The Chance of Love),412357,New Chapter #1 : The Chance of Love - The 8th Album,"[3,576]","[Woo woo
Woo woo
Ay ay 인위적인 건 너무 재미없어
Ay 흐르던 시선 둘이 마주칠 때
Ay 눈의 대화는 그렇게 시작됐지
내게 이끌려 내게 밀려오듯
비현실적 상황에
난 마치 무아지경에 빠져
거침없이 너는 막힘없이 흔들어 대 날
내 몸 전부가 세포가 다 너라고 외쳐대
이미 예정된 역사가 한 페이지를 장식해
어떤 말로 이 교감을 정의할 수나 있을까
It's alright it's ok
바로 그 운명이란 거 oh yeah yeah
Woo oh yeah yeah
Woo 바로 그 운명이란 거 oh yeah yeah
Woo it's alright it's ok
우리가 운명이란 거 oh yeah yeah
Ay ay 지루할 정도로 많이 식상했던
Ay 그녀들의 관심은 접어두길
Ay 내겐 절대로 없을 거라 생각했어
But you arrest me
내 방식대로 only one way
넌 스스로와 빠져
보여줄게 다른 시각 세상을 보는 눈
내 몸 전부가 세포가 다 너라고 외쳐대
이미 예정된 역사가 한 페이지를 장식해
어떤 말로 이 교감을 정의할 수나 있을까
It's alright it's ok
바로 그 운명이란 거 oh yeah yeah
Woo oh yeah yeah
Woo 바로 그 운명이란 거 oh yeah yeah
Woo it's alright it's ok
우리가 운명이란 거
이제 주문을 걸어 속삭이는 말들로
나만 볼 수밖에 없어 네 눈은 눈은
운명처럼 빠져들고 말걸
내 곁에 넌 최고가 될 거야 오
We'll keep it together we'll fall in magic
Every single day
특별한 느낌은 새로워져 매일
We will keep it together we pray that
We own each other up all night
이끄는 대로 넌 따라와 줘 날
내 몸 전부가 세포가 다 너라고 외쳐대
이미 예정된 역사가 한 페이지를 장식해
어떤 말로 이 교감을 정의할 수나 있을까
It's alright it's ok
바로 그 운명이란 거 oh yeah yeah
Woo oh yeah yeah
Woo 바로 그 운명이란 거 oh yeah yeah
Woo it's alright it's ok
우리가 운명이란 거 oh yeah yeah
Woo]",2018-03-28,2018
5,5,64843,동방신기 (TVXQ!),31006549,평행선 (Love Line),412357,New Chapter #1 : The Chance of Love - The 8th Album,"[1,934]","[When I think about you
I think about how
하루종일 고민을 해봐도
너를 잘 모르겠어
알듯 말듯 한 걸
넌 참 특이한 걸
하루에도 몇 번씩
나를 또 시험에 들게 한 너
Woo woohoo 우린 참 다르지만
왜 이리 끌리는지
Woo woohoo 머리론 이해해도
말로는 설명 못해
너와 난 평행선 그 위를 따로 걷다
그 길 끝에서 함께할 길을 찾아
지금 너와 나
조금 서툴지만
내게 점점 다가와
난 네게 점점 다가가
하루 수십 번씩
매일 물어봐 넌
도대체 어디가 어떻게
좋은지 확인을 해
하루 수십 번씩
그걸 대답해 난
도대체 끌리는 맘에
이유가 필요한지
Woo woohoo 우린 참 닮았어도
왜 그리 다른 건지
Woo woohoo 아무리 생각해도
이해할 수 없는 걸
너와 난 평행선 그 위를 따로 걷다
그 길 끝에서 함께할 길을 찾아
지금 너와 나
조금 서툴지만
내게 점점 다가와
끝없는 평행선 저 멀리 바라 보다
시선 끝에서 눈 마주친 그 순간
그래 너와 나
조금 느리지만
내게 점점 다가와
난 네게 점점 다가가
너와 나 많이 닮았어도
서로가 왜 이리 몰라
너와 나 많이 다른데도
서로가 왜 이리 끌려
너와 난 평행선 그 위를 따로 걷다
그 길 끝에서 함께할 길을 찾아
지금 너와 나
조금 서툴지만
내게 점점 다가와
끝없는 평행선 저 멀리 바라 보다
시선 끝에서 눈 마주친 그 순간
그래 너와 나
조금 느리지만
내게 점점 다가와
난 네게 점점 다가가
Woo hoo hoo]",2018-03-28,2018
6,6,64843,동방신기 (TVXQ!),3332827,Something,20271243,TVXQ! The 7th Album 'TENSE',"[1,168]","[She Watch Out
Aha! Yeah

제발, 나 좀 깨우지마 
어젯밤 한숨도 못 잤단 말야
수 많은 여자들 모두 내가 좋대 
아이돌 같대나 뭐래나

솔직히 덤덤한 기분 
언제나 내게 꽂혀버린 시선들
불편해도 뭘 어쩌겠어 맨날 그래왔던 걸 
오늘도 난 burn like fire!

*She got that something! But, 
내겐 부족해요 Stop! Baby
도도해 보이지만 나를 향한 눈빛이 
흔들리지 좀 더 분발해야 될 걸
She got that something! 
망설인다면 나는 fly, baby
들키지 말고 내게 살금 살금 살금 다가와 주면
내가 모른 척 넘어가 줄 텐데

내가 못된 남자라면? 여자를 울릴 남자라면?
물러나는 게 좋아 다치기 전에 
거부할 수 없는 걸 알지만
         
흔하디 흔한 남자들이 지겨워졌다면
그대로 All in! 위험한 Come in! 
둘이 함께 burn like fire!

She got that something! But, 
내겐 부족해요 Stop! Baby
도도해 보이지만 나를 향한 눈빛이 
흔들리지 좀 더 분발해야 될 걸
She got that something! 
망설인다면 나는 fly, baby
들키지 말고 내게 살금 살금 살금 다가와 주면
내가 모른 척 넘어가 줄 텐데

오늘밤은 기대해도 좋아 Friday night
숨이 멎어 버릴지도 모를 멋진 밤
모두 다 흥에 겨워 즐거워할 때 너만 심각해
어쩌면 수줍은 거니 나를 맴도니 
Round and round and 
round round round round
1, 2, 3

She got that something! But, 
내겐 아주 조금 모자라
그렇게 기회만 보면 
때는 이미 늦은 걸 no no no no

She got that something! But, 
내겐 부족해요 Stop! Baby
도도해 보이지만 나를 향한 눈빛이 
흔들리지 좀 더 분발해야 될 걸
She got that something! 
망설인다면 나는 fly, baby
들키지 말고 내게 살금 살금 살금 다가와 주면
내가 모른 척 넘어가 줄 텐데
]",2014-01-06,2014
7,7,64843,동방신기 (TVXQ!),31387430,Truth,462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,"[1,727]","[사랑이란 거 폈다 졌다
매번 뻔하지
그 누가 등 떠민 사람도 없어
다 흔한 얘기지
한 사람을 만났다
불같이 사랑했다
또 끝나면 아팠다
그런데 난
다시 설레는 이유
깊게 패인 상처가
아물지 않단 걸 잊은 채로
다시 떨리는 이유
나 정답을 안다면
또 다시 사랑을 하겠어?
시간이 가면 무덤덤 해져
대체 누가 그래
아직 내 심장은 살아 있고
내 머리는 기억을 해
쉬울 수가 없어
사랑이란 게
한 사람이 떠났다 (아파도)
시간에 무뎌졌다
또 사랑을 찾았다
그렇게 난
다시 설레는 이유
깊게 패인 상처가
아물지 않단 걸 잊은 채로
다시 떨리는 이유
나 정답을 안다면
또 다시 사랑을 하겠어?
헤어지면 아프단 걸
너무 잘 알면서도
다시 반복하고 있어
나와 다른 누군가와
같은 꿈을 꾸면서
진실한 사랑을 찾아
오직 단 하나의
네 진심을 보여줘
Hey
다시 설레는 이유
나와 닮은 상처를
누구든 하나쯤 갖고 살아
다시 꿈꾸는 이유
단 하나의 진실한
사랑을 난 찾을 때까지
널 찾을 때까지
Hey]",2018-12-26,2018
8,8,64843,동방신기 (TVXQ!),31387434,夜話 (City Lights) (Feat. TAEYONG of NCT) (Sung by U-Know),462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,[723],"[한층 짙어진 까만 밤
번진 City lights
엉킨 머리가
반쯤 감긴 눈 사이로
넌 비쳐와
Yeah 눈 감아 난
흐려진 초점 사이로 가까워진 너
더는 버틸 수 없이 짓눌려
오직 감각만으로 너를 느끼면
끝도 없이 아득해져 와
아주 못된 장난처럼 잠 못 드는 밤
넌 더 환히 비쳐
유혹에 뒤척이는 밤 찰나처럼
넌 내 안에 번져
Ooh my my aya
Ooh my my ah
Ooh my my aya
Your my city lights
Ooh my my aya
Ooh my my ah
Ooh my my aya
네가 찾아온 새벽은
길어져 가 길어져 가
또 너를 삼켜낸 그 후로
난 애가 타 더욱 애가 타
딱 한 모금만 더
널 들이킨 다음
한 모금만 더
다시 끝없는 다음 다음 다음
애가 타는 밤
아주 못된 장난처럼 잠 못 드는 밤
넌 더 환히 비쳐
유혹에 뒤척이는 밤 찰나처럼
넌 내 안에 번져
시선 끝에 깊이 파고들어와
엉망으로 흔들어 날 어지럽혀 놔
순간 원하는 곳에 닿는 손길
헤어나려 하는 순간 Too late
Ooh my my aya
Ooh my my ah
Ooh my my aya
Your my city lights
Ooh my my aya
Ooh my my ah
Ooh my my aya
Freakin' I'm down down
Give it up loud loud
Give it up keep it up
빠져가 점점
いち に なな
NCT NOT
절대로 Not give up
너를 찾아 나는 걸리버
너의 종적은 점점 정적에 잠기고
이 도시는 껌껌해
Black black block
Like 7th sense 7th sense 7th sense
난 감을 잃어가 잃어가 잃어가
미쳐가고 Call 119 one more night
One more night 119
날 흔든 다음
넌 찰나처럼 사라진 다음
I put on fire
Ooh my my aya
Ooh my my ah
Ooh my my aya
Your my city lights
Ooh my my aya
Ooh my my ah
Ooh my my aya
시선 끝에 깊이 파고들어와
엉망으로 흔들어 날 어지럽혀 놔
순간 원하는 곳에 닿는 손길
헤어나려 하는 순간 Too late
아주 못된 장난처럼 잠 못 드는 밤
넌 더 환히 비쳐
유혹에 뒤척이는 밤 찰나처럼
넌 내 안에 번져]",2018-12-26,2018
9,9,64843,동방신기 (TVXQ!),31387433,Morning Sun,462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,[572],"[Oh 차가웠던 마음이 어느새 이렇게
주체할 수 없이 뜨거워 나
널 처음 만나기 전날 밤
들뜬 크리스마스를 지나
우리는 행복으로 이어진 거야
설레는 이야기 가득해
너의 미소를 더하면
정말 난 더 바랄게 없어 너와
계속 걷고 싶어 이대로 이 맘 오래도록
너의 오른편에서 하루도
빠짐없이 따스하게 널 깨워 줄 거야
사랑스러운 널 꼭 안고서
지금처럼 오늘처럼
너와 함께 볼래 Morning sun
Du du loo du loo du du du du loo du du du
Woo 붉게 빛나는 바다에
Du du loo du du du du du loo du du du
너와 나를 비춘 Morning sun
Good morning listen
Hug 소리 나게 만나 운명처럼
커지는 맘 Balloons 평행선 넘어
새벽의 공기 녹이는 온기
매일 아침 한결 같이 네게 Rising
밤새 얘기할 때 너와 나
점점 닮아있는 걸 느껴
만약 정해진 운명이 있다면
망설이지 않아도 돼
그건 우리야 Girl
너의 오른편에서 하루도 빠짐없이
따스하게 널 깨워 줄 거야
사랑스러운 널 꼭 안고서
지금처럼 오늘처럼
너와 함께 볼래 Morning sun
Du du loo du loo du du du du loo du du du
Woo 붉게 빛나는 바다에
Du du loo du du du du du loo du du du
너와 나를 비춘 Morning sun
Close to you close to you
빛나는 네 눈에 가까이
Close to you close to you
빛나는 네 맘에 가까이
약속해 약속해
난 항상 네 곁에 있어 Yeah
느껴지니 이 Pearl red ocean
흐린 날이 온대도 난 구름 뒤에
항상 있으니 너무 걱정 말아줘
지금 뜨거운 이 마음 그대로
약속할게 약속할게
내가 될게 너의 Morning sun
Du du loo du loo du du du du loo du du du
Woo 붉게 빛나는 바다에
Du du loo du du du du du loo du du du
영원히 난 너의 Morning sun]",2018-12-26,2018
10,10,64843,동방신기 (TVXQ!),31387431,Sooner Than Later (Feat. The Quiett),462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,[514],"[깊고 차가운 밤
빌딩 속 차를 달려
Baby love 널 찾아서
늦었다 말하지 마
후회 속 나는 미쳐
너 아니면 죽을 것 같아
매일 밤 빠져 들어
끝도 안 보인 공허
마셔도 취하지 않는
저주에 걸린 듯 한데
넌 영원히 내 주위를
머무를 거란 오만도
이제서야 후회하는 나
용서 하라고는 감히 안 해
Don't push me out
너 없인 살 수 없어
My love
I know you remember me
다 잊었다 날 모른다 하지마
My heart
네 옆에서만 뛰니
So baby come back sooner than later
Girl
비틀거리는 내 Night lights
머릿속에 널 그려 다시 난
잊어보려 별 짓 다 해도 난
제자리일 뿐이야 U always on my mind
매일 아침에 잠에 들면 꿈에서 너를 봐
허나 닿지는 못해
한번 더 기횔 줘 Baby come back
내게 돌아와 더 늦기 전에
매일 아침 오는 게
또 하루를 사는 게
악몽보다 너무 잔인해
차라리 깨지 않게 해
더 이상 늦지 않게
다시 한 번 기회를 줘
알아 변해야 하는 건 나
용서 하라고는 감히 안 해
Don't push me out
너 없인 살 수 없어
My love
I know you remember me
다 잊었다 날 모른다 하지마
My heart
네 옆에서만 뛰니
So baby come back sooner than later
부탁할게
여기서 날 꺼내 줄래
너만 할 수 있는데
달라지고 더 생각하고 널 위해 살게
제발 늦지 않게
다시 우리를 만들어가
Come a little closer baby
My love
I know you remember me
다 잊었다 날 모른다 하지마
My heart
네 옆에서만 뛰니
So baby come back sooner than later]",2018-12-26,2018
11,11,64843,동방신기 (TVXQ!),31387435,아스라이… (Beautiful Stranger) (Sung by MAX),462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,[569],"[거짓말처럼 또 사라진다
눈이 부시던 찰나의 순간
잡으려 해도 잡히지 않아
어느덧 이렇게 흘러가네
나처럼 너도 버텨내고 있겠지
보이지 않는 짙은 어둠 속에서
비틀거리며 피어나는 꽃은
이토록 아름다워
시들어버린 오랜 기억 속에서
아스라이 핀 한번의 미소가
이토록 아름다워
Beautiful stranger
어디로 가는지도 모른 채
마냥 떠밀리듯이 걸었던 날들
몸을 짓누르는 깊은 한숨
다시 숨을 고르고 둘러 봐
나처럼 너도 다시 걷고 있는지
보이지 않는 짙은 어둠 속에서
비틀거리며 피어나는 꽃은
이토록 아름다워
시들어버린 오랜 기억 속에서
아스라이 핀 한번의 미소가
이토록 아름다워
Beautiful stranger
Beautiful stranger
시들어버린 오랜 기억 속에서
아스라이 핀 한번의 미소가
이토록 아름다워
보이지 않는 짙은 어둠 속에서
비틀거리며 피어나는 꽃
이토록 아름다워 이토록 아름다워
Beautiful stranger
거짓말처럼 또 살아간다]",2018-12-26,2018
12,12,64843,동방신기 (TVXQ!),31387432,Jelly Love,462919,New Chapter #2 : The Truth of Love - 15th Anniversary Special Album,[483],"[첫 눈에 보는 순간 알았어 난
우린 운명이라는 걸
숨길 수 없는 감정들 너머로
입가에 핀 미소마저
달콤해 뭔가
달빛을 삼킨 그 눈동자
온 맘이 말해
난 너여야만 해
멈춰버린 시간 속에
이어지는 마음 안에
우린 하나가 되고 있어
흐려지는 불빛아래
깊어지는 어둠 안에
서로를 맡기면 돼
I wanna taste that jelly love
멈출 수 없는 Jelly love
잠시 스쳐간 그 떨림은 다 모른 척 해
That jelly jelly jelly jelly love
짙은 호흡 가득히
깊이 새겨진 우리
내 손을 잡아 줄래
That jelly jelly jelly jelly love
부서진 마음들이 한 순간에
너로 인해 살아 났어
남겨진 조각들이 빛이 나
네 두 눈에 반사되어
너무 달콤해
다 새로워진 듯 난 변해가
너만 가득해
나는 미칠 것만 같아
마치 우린 영화처럼
끝이 없는 소설처럼
매일 쓰여져 처음부터
짙어지는 향기 속에
떨려오는 숨결 아래
널 그냥 맡기면 돼
I wanna taste that jelly love
멈출 수 없는 Jelly love
잠시 스쳐간 그 떨림은 다 모른 척 해
That jelly jelly jelly jelly love
짙은 호흡 가득히
깊이 새겨진 우리
내 손을 잡아 줄래
That jelly jelly jelly jelly love
밤이 지나고 아침이 온대도
아주 달콤한 이 꿈 속에 남아
영원토록 깨어나지 않을래
I wanna taste that jelly love
멈출 수 없는 Jelly love
잠시 스쳐간 그 떨림은 다 모른 척 해
That jelly jelly jelly jelly love
짙은 호흡 가득히
깊이 새겨진 우리
내 손을 잡아 줄래
That jelly jelly jelly jelly love
멈출 수 없는 Jelly love
잠시 스쳐간 그 떨림은 다 모른 척 해
That jelly jelly jelly jelly love
짙은 호흡 가득히
깊이 새겨진 우리
내 손을 잡아 줄래
That jelly jelly jelly jelly love]",2018-12-26,2018
13,13,64843,동방신기 (TVXQ!),2205462,왜 (Keep Your Head Down),170161,왜 (Keep Your Head Down),"[10,843]","[Keep your head down U-Know time (Max)
You know what time it is?
This is return of the king

(모두 끝나버렸다) 난 시작도 안 해봤는데
(헤어져 버렸다) 난 이유조차 못 듣고
주변 사람들 모두 하나같이 날보고 너 왜 그래
왜 그래 왜 그래 난 이미 나쁜 놈

(죄라면)널 사랑한 게 죄라면
(그게 죄라면)진실 했다는게 죄라면
(나는 Keep it low 나는 Keep it low) 난 참아내고 내 자릴 지켜

(Keep your head down)
넌 정말 예쁘지만 너무 다른 너의 속이 난 너무 두려워
(Keep your head down)
사랑했다 하지만 난 이제 널 놓겠다

(왜?) 날 그렇게 쉽게 떠났니
(왜?) 내가 쉬워 보였던 거니
(왜?) 내 가슴은 찢어지잖아
(왜?) 모두 한 순간의 꿈이었다면
(왜?) 바로잡을 시간이 있었다면
(왜?) 제발 네가 행복하길 바랬다

나, 언제나 언제나 너를 가진 걸로 충분했고
세상이 뭐래도 같은 꿈을 꿔서 행복했고
지금은 널 보내게 됐지만 어차피 내 길을 갈뿐이고
Now I'm just chillin' Feel like I'm healing

늦어버렸다, 넌 다시 돌아갈 수 없단다
네가 없다면 난 무너질 거라 믿겠지 예전부터 넌
그건 착각이라고 내가 왜 그래 왜 그래 왜 그래 널 타일렀잖아

Hey 난 정말, 정말 슬펐다 철이 없던 네가
혹시라도 나쁜 사람 만날까 Why? baby 

(Keep your head down)
넌 정말 예뻐 근데 그뿐이야 네 가슴에 중요한게 없는걸
 (Keep your head down)
사랑의 아픔을 참는 가슴에 못 박고

(왜?) 날 그렇게 쉽게 떠났니
(왜?) 내가 쉬워 보였던 거니
(왜?) 내 가슴은 찢어지잖아
(왜?) 모두 한 순간의 꿈이었다면
(왜?) 바로잡을 시간이 있었다면
(왜?) 제발 네가 행복하길 바랬다

하~ 그렇게 너 사람 갖고 장난, 장난 치지 마라
내 앞에선 요래조래 거짓말만을 늘어놓고
누가 봐도 누가 봐도 넌 정말 이중적이야
(왜왜왜)수정 같던 마음들이 언제 그렇게 탁해졌니
사랑을 끝냈다 널 보낸 가슴이 텅 비워졌다
하지만 내 미래는 마치 일어나서 웃으라고 손짓한다
너를 보낸다 정말 행복하게 살아(왜왜왜)
먼 훗날에 먼 훗날에 그냥 편하게 웃고 싶다 하하

(왜?) 왜~~~~~~~~
(왜?) 사랑을 그렇게 쉽게 놔버리는 너를
(왜?) 누군가 걱정할거란 생각은 해봤나
(왜?) 니가 놔 버린 게 너는 뭔지
(왜?) 아직 모르는 것 같아
(왜?) 그대로 머물러 나를 지켜봐

(Keep your head down)
지워졌다, 사라졌다 내 가슴에 니가 죽어 모두 타버렸다
(Keep your head down)
지워졌다, 사라졌다 내 가슴에 니가 죽어 너는 이제 없다
]",2011-01-05,2011
14,14,64843,동방신기 (TVXQ!),2763758,Catch Me,294153,Catch Me,[706],"[Catch Me, Girl
Catch Me Now 
(Catch Me If you wanna)

한 번 단 한번도 끝까지 
내게 맘을 연적 없어 
난 마치 벽을 보고 선 듯한 기분이야 
그거 알았니?
곁에 있지만 더 외로워질 뿐 
Tonight Tonight Tonight 
널 기다렸지만 이건 좀 아니야 
이젠 널 떠난다

가지마 한 마딜 못한다 이 바보가 
내가 왜 이 바보만 봤을까? 
참 못난 널

Baby Catch Me. Catch Me 
Catch Me, Girl, Tonight 
떠나 버리기 전에 
(I'm serious I'm serious)

나를 잡고 막고 울고 때리고 
이유를 말해줬다면 
(I'm serious I'm serious)

오, 모르겠다 너의 맘에 
내가 깊이 있어왔는지 또, 아닌지
그게 궁금해 지쳐버리기 전에 
말해줘 말해줘 대답해

시간은 널 그렇게 묶어 둘거야 
지금 그 자리에
나를 보내지마 후회하게 돼 
미련 좀 떨지마

가지마 한 마딜 못한다 이 바보가 
내가 왜 이 바보만 봤을까? 
참 못난 널

한동안 내겐 너만 가득 찬 기분 
참 많이 행복했던 기억이 나
누구도 나만큼 기다려줄 사람은 No 
없다는 걸 넌 잊지마

애원해주길 바래 난 기다릴게 
이제나 저제나 날 떠나지마, 말라고 말해
너무 느려, 니 맘을 정할 때까지 
너만 본다 난 도대체 왜?
애원해주길 바래 난 기다릴게 
이제나저제나 날 떠나지마, 말라고 말해
바보 내가 왜 너를 사랑했겠니? 
너 밖에 없어 도대체 왜?   

가지마 한 마딜 못한다 이 바보가 
내가 왜 이 바보만 봤을까? 참 못난 널

Baby Catch Me Catch Me 
Catch Me, Girl, Tonight 
떠나 버리기 전에 
(I'm serious I'm serious)

나를 잡고 막고 울고 때리고 
이유를 말해줬다면 
(I'm serious I'm serious)
(Catch Me If you wanna)
]",2012-09-24,2012
15,15,64843,동방신기 (TVXQ!),1652547,넌 나의 노래 (You're My Melody),262789,The 4th Album ‘MIROTIC’ Special Edition,"[3,215]","[눈을 감으면 들려오늘 소리들 
그대의 마음을 그대의 작은 생각들을
내 맘의 많은 잡음 때문에 
듣지 못 했었나봐 미안해 미안해
눈물의 시간이 
이젠 history 걱정하지마  Because

Yoh're my melody 
너를 연주할께
on &amp; on (and on &amp; on)
넌 나의 노래 내 삶의 사운드 트랙
인생의 무댈 밝혀주는 너를 사랑해 
또 불러줄래 넌 나의 노래

I'm sorry 란 말을 하기 싫었던 
자존심 많았던 너무도 맘이 가난했던
내 영혼이 말라가고 있을 때 
모든 게 무너질 때 내게 와줄래
슬픔의 시간도 노래처럼 
꼭 끝이 있는 걸 Because

It's your love, your love 
내게 사랑을 들려주던 (and on &amp; on)
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘 
또 불러줄래 넌 나의 노래

수없이도 많은 sad love song 
우릴 노래하는 것 같아도
이 순간 내 곁을 지켜주는 
그댄 무엇보다 소중한 걸요
눈을 감으면 들려오는 소리들 
그대의 마음을 이젠 불러요

Yoh're my melody 
너를 연주할께 on &amp; on (and on &amp; on)
넌 나의 노래 내 삶의 사운드 트랙
인생의 무댈 밝혀주는 너를 사랑해 
또 불러줄래 넌 나의 노래

It's your love, your love 
내게 사랑을 들려주던 (and on &amp; on)
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘 
또 불러줄래 넌 나의 노래
 
It's your love, your love 
내게 사랑을 들려주던 (and on &amp; on)
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘 
또 불러줄래 넌 나의 노래
]",2008-11-12,2008
16,16,64843,동방신기 (TVXQ!),1652554,Don't Say Goodbye,262789,The 4th Album ‘MIROTIC’ Special Edition,"[5,671]","[눈 맞추지 못하는 그댈 읽을 수 없죠 
길을 잃어버린 아이 같아서 기다리고만 있죠

어떤 말을 할건지 사실 난 알고 있죠
진심이 아닌걸 눈치 챈걸요 눈물이 말하잖아요

Don't say goodbye
그 손을 놓지 말라는 마음이 들려요
그대 맘이 들려요 아직 나만을 원하죠
그댄 숨길 수 없죠 그댄 거짓말을 못하죠

허락할 수 없어요 헤어지잔 거짓말
눈을 보고 말해봐요 아니잖아요 진심 아니잖아요

Don't say goodbye
그 손을 놓지 말라는 마음이 들려요 
그대 맘이 들려요 세상이 등 돌려도 힘든 사랑이라도
You are my love, you are my soul

Don't say goodbye don't leave me now oh~
함께 나눈 약속이 내겐 전부인걸요

Don't say goodbye You are my everything to me
지친 내 하루는 항상 그댈 찾겠죠
마르지 않는 샘처럼 그댈 사랑할께요
You are my love, you are my soul

Don’t say good bye you are the only one for me
없었던 일처럼 오늘이 또 지나면
서로 맘을 놓지 않고 모두 이겨내겠죠
Cause you are my everything to me

Cause you are my everything to me 
]",2008-11-12,2008
