,YEAR,RANK,TITLE,ARTIST
90,2015,91,사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)"
91,2015,92,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH)
92,2015,93,미쳐,4minute
93,2015,94,슈퍼스타 (Prod. by D.O),"키썸 (Kisum), San E, 태완 (Taewan)"
94,2015,95,세 사람 (With 성시경),토이
95,2015,96,품행제로,블락비 바스타즈
96,2015,97,사랑의 시작은 고백에서부터,김범수
97,2015,98,Apple (Feat. 박재범),가인
98,2015,99,아프다,"지코 (ZICO), 소진 (Sojin)"
99,2015,100,모르나봐,"소유 (SOYOU), 브라더수"
